As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score,tconst,imdb_title,genres,averageRating,numVotes
2022-01-31,5,4,-,Home Team,Movie,Yes,"Jan 28, 2022",3,20,tt14592064,Home Team,"Comedy,Drama,Sport",6.0,23787
2022-01-31,6,6,2,Archive 81,TV Show,Yes,"Jan 14, 2022",17,143,tt13365348,Archive 81,"Drama,Horror,Mystery",7.3,66085
2022-01-31,7,7,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",47,293,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2022-01-31,8,8,8,That Girl Lay Lay,TV Show,,"Jan 21, 2022",9,17,tt14442054,That Girl Lay Lay,"Comedy,Family",4.6,822
2022-01-31,9,9,-,I Am Georgina,TV Show,Yes,"Jan 27, 2022",4,9,tt15494864,I Am Georgina,Reality-TV,4.1,4593
2022-01-31,10,-,-,Feria: The Darkest Light,TV Show,Yes,"Jan 28, 2022",1,1,tt13323004,Feria: The Darkest Light,"Crime,Drama,Fantasy",5.6,3308
2022-02-01,1,1,-,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",4,39,,,,,
2022-02-01,2,2,-,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",4,34,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-01,3,3,1,Ozark,TV Show,Yes,"Jul 21, 2017",61,382,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-01,4,4,-,In From the Cold,TV Show,Yes,"Jan 28, 2022",4,26,tt11859542,In from the Cold,"Action,Crime,Drama",6.3,10506
2022-02-01,5,5,-,Home Team,Movie,Yes,"Jan 28, 2022",4,26,tt14592064,Home Team,"Comedy,Drama,Sport",6.0,23787
2022-02-01,6,6,2,Archive 81,TV Show,Yes,"Jan 14, 2022",18,148,tt13365348,Archive 81,"Drama,Horror,Mystery",7.3,66085
2022-02-01,7,7,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",48,297,tt12004280,Too Hot to Handle,"Documentary,Game-Show,Reality-TV",4.8,16015
2022-02-01,8,10,-,Feria: The Darkest Light,TV Show,Yes,"Jan 28, 2022",2,4,tt13323004,Feria: The Darkest Light,"Crime,Drama,Fantasy",5.6,3308
2022-02-01,9,-,7,Cocomelon,TV Show,,"Jun 1, 2020",426,1471,tt12427840,Cocomelon,"Adventure,Animation,Family",3.6,1419
2022-02-01,10,-,-,Can You Keep a Secret?,Movie,,"Jan 31, 2022",1,1,tt8707922,Can You Keep a Secret?,"Comedy,Romance",5.4,22661
2022-02-02,1,1,-,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",5,49,,,,,
2022-02-02,2,2,-,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",5,43,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-02,3,-,-,Raising Dion,TV Show,Yes,"Oct 4, 2019",1,8,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-02,4,3,1,Ozark,TV Show,Yes,"Jul 21, 2017",62,389,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-02,5,4,-,In From the Cold,TV Show,Yes,"Jan 28, 2022",5,32,tt11859542,In from the Cold,"Action,Crime,Drama",6.3,10506
2022-02-02,6,5,-,Home Team,Movie,Yes,"Jan 28, 2022",5,31,tt14592064,Home Team,"Comedy,Drama,Sport",6.0,23787
2022-02-02,7,-,-,Transformers: Revenge of th…,Movie,,"Feb 1, 2022",1,4,,,,,
2022-02-02,8,-,-,Despicable Me 2,Movie,,"Feb 1, 2022",1,3,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-02,9,10,-,Can You Keep a Secret?,Movie,,"Jan 31, 2022",2,3,tt8707922,Can You Keep a Secret?,"Comedy,Romance",5.4,22661
2022-02-02,10,6,2,Archive 81,TV Show,Yes,"Jan 14, 2022",19,149,tt13365348,Archive 81,"Drama,Horror,Mystery",7.3,66085
2022-02-03,1,3,-,Raising Dion,TV Show,Yes,"Oct 4, 2019",2,18,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-03,2,1,-,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",6,58,,,,,
2022-02-03,3,2,-,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",6,51,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-03,4,4,1,Ozark,TV Show,Yes,"Jul 21, 2017",63,396,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-03,5,5,-,In From the Cold,TV Show,Yes,"Jan 28, 2022",6,38,tt11859542,In from the Cold,"Action,Crime,Drama",6.3,10506
2022-02-03,6,8,-,Despicable Me 2,Movie,,"Feb 1, 2022",2,8,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-03,7,-,-,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",1,4,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-03,8,6,-,Home Team,Movie,Yes,"Jan 28, 2022",6,34,tt14592064,Home Team,"Comedy,Drama,Sport",6.0,23787
2022-02-03,9,7,-,Transformers: Revenge of th…,Movie,,"Feb 1, 2022",2,6,,,,,
2022-02-03,10,-,-,The Lucky One,Movie,,"Feb 1, 2022",1,1,tt1327194,The Lucky One,"Drama,Mystery,Romance",6.4,117494
2022-02-04,1,3,-,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",7,61,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-04,2,2,-,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",7,67,,,,,
2022-02-04,3,1,-,Raising Dion,TV Show,Yes,"Oct 4, 2019",3,26,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-04,4,4,1,Ozark,TV Show,Yes,"Jul 21, 2017",64,403,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-04,5,7,-,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",2,10,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-04,6,5,-,In From the Cold,TV Show,Yes,"Jan 28, 2022",7,43,tt11859542,In from the Cold,"Action,Crime,Drama",6.3,10506
2022-02-04,7,6,-,Despicable Me 2,Movie,,"Feb 1, 2022",3,12,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-04,8,9,-,Transformers: Revenge of th…,Movie,,"Feb 1, 2022",3,9,,,,,
2022-02-04,9,8,-,Home Team,Movie,Yes,"Jan 28, 2022",7,36,tt14592064,Home Team,"Comedy,Drama,Sport",6.0,23787
2022-02-04,10,-,-,Dark Desire,TV Show,Yes,"Jul 15, 2020",16,63,tt12540080,Dark Desire,"Crime,Drama,Mystery",6.5,10407
2022-02-05,1,-,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",20,153,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-05,2,1,3,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",8,70,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-05,3,3,-,Raising Dion,TV Show,Yes,"Oct 4, 2019",4,34,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-05,4,2,2,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",8,74,,,,,
2022-02-05,5,4,1,Ozark,TV Show,Yes,"Jul 21, 2017",65,409,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-05,6,7,-,Despicable Me 2,Movie,,"Feb 1, 2022",4,17,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-05,7,5,-,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",3,14,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-05,8,6,5,In From the Cold,TV Show,Yes,"Jan 28, 2022",8,46,tt11859542,In from the Cold,"Action,Crime,Drama",6.3,10506
2022-02-05,9,9,4,Home Team,Movie,Yes,"Jan 28, 2022",8,38,tt14592064,Home Team,"Comedy,Drama,Sport",6.0,23787
2022-02-05,10,-,-,Murderville,TV Show,Yes,"Feb 3, 2022",1,1,tt15264192,Murderville,"Comedy,Crime,Mystery",6.9,16351
2022-02-06,1,1,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",21,163,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-06,2,2,3,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",9,79,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-06,3,3,-,Raising Dion,TV Show,Yes,"Oct 4, 2019",5,42,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-06,4,4,1,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",9,81,,,,,
2022-02-06,5,5,2,Ozark,TV Show,Yes,"Jul 21, 2017",66,415,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-06,6,7,-,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",4,19,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-06,7,6,-,Despicable Me 2,Movie,,"Feb 1, 2022",5,21,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-06,8,8,5,In From the Cold,TV Show,Yes,"Jan 28, 2022",9,49,tt11859542,In from the Cold,"Action,Crime,Drama",6.3,10506
2022-02-06,9,9,4,Home Team,Movie,Yes,"Jan 28, 2022",9,40,tt14592064,Home Team,"Comedy,Drama,Sport",6.0,23787
2022-02-06,10,10,-,Murderville,TV Show,Yes,"Feb 3, 2022",2,2,tt15264192,Murderville,"Comedy,Crime,Mystery",6.9,16351
2022-02-07,1,1,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",22,173,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-07,2,2,2,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",10,88,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-07,3,5,3,Ozark,TV Show,Yes,"Jul 21, 2017",67,423,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-07,4,3,-,Raising Dion,TV Show,Yes,"Oct 4, 2019",6,49,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-07,5,4,1,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",10,87,,,,,
2022-02-07,6,6,-,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",5,24,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-07,7,7,-,Despicable Me 2,Movie,,"Feb 1, 2022",6,25,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-07,8,8,4,In From the Cold,TV Show,Yes,"Jan 28, 2022",10,52,tt11859542,In from the Cold,"Action,Crime,Drama",6.3,10506
2022-02-07,9,10,-,Murderville,TV Show,Yes,"Feb 3, 2022",3,4,tt15264192,Murderville,"Comedy,Crime,Mystery",6.9,16351
2022-02-07,10,9,5,Home Team,Movie,Yes,"Jan 28, 2022",10,41,tt14592064,Home Team,"Comedy,Drama,Sport",6.0,23787
2022-02-08,1,1,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",23,183,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-08,2,2,2,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",11,97,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-08,3,3,3,Ozark,TV Show,Yes,"Jul 21, 2017",68,431,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-08,4,4,-,Raising Dion,TV Show,Yes,"Oct 4, 2019",7,56,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-08,5,6,-,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",6,30,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-08,6,5,1,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",11,92,,,,,
2022-02-08,7,7,-,Despicable Me 2,Movie,,"Feb 1, 2022",7,29,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-08,8,8,4,In From the Cold,TV Show,Yes,"Jan 28, 2022",11,55,tt11859542,In from the Cold,"Action,Crime,Drama",6.3,10506
2022-02-08,9,9,-,Murderville,TV Show,Yes,"Feb 3, 2022",4,6,tt15264192,Murderville,"Comedy,Crime,Mystery",6.9,16351
2022-02-08,10,-,-,Dark Desire,TV Show,Yes,"Jul 15, 2020",17,64,tt12540080,Dark Desire,"Crime,Drama,Mystery",6.5,10407
2022-02-09,1,1,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",24,193,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-09,2,2,2,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",12,106,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-09,3,3,4,Ozark,TV Show,Yes,"Jul 21, 2017",69,439,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-09,4,5,-,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",7,37,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-09,5,4,3,Raising Dion,TV Show,Yes,"Oct 4, 2019",8,62,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-09,6,6,1,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",12,97,,,,,
2022-02-09,7,7,8,Despicable Me 2,Movie,,"Feb 1, 2022",8,33,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-09,8,-,-,Despicable Me,Movie,,"Apr 16, 2020",11,76,tt1323594,Despicable Me,"Adventure,Animation,Comedy",7.6,622141
2022-02-09,9,10,-,Dark Desire,TV Show,Yes,"Jul 15, 2020",18,66,tt12540080,Dark Desire,"Crime,Drama,Mystery",6.5,10407
2022-02-09,10,8,5,In From the Cold,TV Show,Yes,"Jan 28, 2022",12,56,tt11859542,In from the Cold,"Action,Crime,Drama",6.3,10506
2022-02-10,1,1,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",25,203,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-10,2,2,3,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",13,115,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-10,3,3,4,Ozark,TV Show,Yes,"Jul 21, 2017",70,447,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-10,4,4,7,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",8,44,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-10,5,5,1,Raising Dion,TV Show,Yes,"Oct 4, 2019",9,68,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-10,6,-,-,Catching Killers,TV Show,Yes,"Nov 4, 2021",8,27,tt15723914,Catching Killers,"Crime,Documentary,Mystery",7.2,6176
2022-02-10,7,7,6,Despicable Me 2,Movie,,"Feb 1, 2022",9,37,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-10,8,6,2,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",13,100,,,,,
2022-02-10,9,-,-,Disenchantment,TV Show,Yes,"Aug 17, 2018",6,18,tt5363918,Disenchantment,"Action,Adventure,Animation",7.2,78674
2022-02-10,10,8,-,Despicable Me,Movie,,"Apr 16, 2020",12,77,tt1323594,Despicable Me,"Adventure,Animation,Comedy",7.6,622141
2022-02-11,1,1,-,Sweet Magnolias,TV Show,Yes,"May 19, 2020",26,213,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-11,2,2,1,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",14,124,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-11,3,6,-,Catching Killers,TV Show,Yes,"Nov 4, 2021",9,35,tt15723914,Catching Killers,"Crime,Documentary,Mystery",7.2,6176
2022-02-11,4,3,4,Ozark,TV Show,Yes,"Jul 21, 2017",71,454,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-11,5,4,5,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",9,50,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-11,6,5,3,Raising Dion,TV Show,Yes,"Oct 4, 2019",10,73,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-11,7,7,7,Despicable Me 2,Movie,,"Feb 1, 2022",10,41,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-11,8,8,2,The Woman in the House Acro…,TV Show,Yes,"Jan 28, 2022",14,103,,,,,
2022-02-11,9,9,-,Disenchantment,TV Show,Yes,"Aug 17, 2018",7,20,tt5363918,Disenchantment,"Action,Adventure,Animation",7.2,78674
2022-02-11,10,10,-,Despicable Me,Movie,,"Apr 16, 2020",13,78,tt1323594,Despicable Me,"Adventure,Animation,Comedy",7.6,622141
2022-02-12,1,-,-,Inventing Anna,TV Show,Yes,"Feb 11, 2022",1,10,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-12,2,1,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",27,222,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-12,3,-,-,Love is Blind,TV Show,Yes,"Feb 13, 2020",19,99,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-12,4,-,-,Tall Girl 2,Movie,Yes,"Feb 11, 2022",1,7,tt16085592,Tall Girl 2,"Comedy,Drama,Family",4.7,7390
2022-02-12,5,2,2,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",15,130,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-12,6,4,5,Ozark,TV Show,Yes,"Jul 21, 2017",72,459,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-12,7,5,7,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",10,54,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-12,8,7,6,Despicable Me 2,Movie,,"Feb 1, 2022",11,44,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-12,9,6,3,Raising Dion,TV Show,Yes,"Oct 4, 2019",11,75,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-12,10,3,-,Catching Killers,TV Show,Yes,"Nov 4, 2021",10,36,tt15723914,Catching Killers,"Crime,Documentary,Mystery",7.2,6176
2022-02-13,1,1,-,Inventing Anna,TV Show,Yes,"Feb 11, 2022",2,20,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-13,2,3,-,Love is Blind,TV Show,Yes,"Feb 13, 2020",20,108,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-13,3,2,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",28,230,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-13,4,4,-,Tall Girl 2,Movie,Yes,"Feb 11, 2022",2,14,tt16085592,Tall Girl 2,"Comedy,Drama,Family",4.7,7390
2022-02-13,5,5,2,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",16,136,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-13,6,6,5,Ozark,TV Show,Yes,"Jul 21, 2017",73,464,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-13,7,7,6,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",11,58,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-13,8,8,7,Despicable Me 2,Movie,,"Feb 1, 2022",12,47,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-13,9,9,3,Raising Dion,TV Show,Yes,"Oct 4, 2019",12,77,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-13,10,10,-,Catching Killers,TV Show,Yes,"Nov 4, 2021",11,37,tt15723914,Catching Killers,"Crime,Documentary,Mystery",7.2,6176
2022-02-14,1,1,-,Inventing Anna,TV Show,Yes,"Feb 11, 2022",3,30,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-14,2,2,-,Love is Blind,TV Show,Yes,"Feb 13, 2020",21,117,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-14,3,3,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",29,238,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-14,4,5,2,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",17,143,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-14,5,4,-,Tall Girl 2,Movie,Yes,"Feb 11, 2022",3,20,tt16085592,Tall Girl 2,"Comedy,Drama,Family",4.7,7390
2022-02-14,6,8,7,Despicable Me 2,Movie,,"Feb 1, 2022",13,52,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-14,7,6,3,Ozark,TV Show,Yes,"Jul 21, 2017",74,468,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-14,8,9,4,Raising Dion,TV Show,Yes,"Oct 4, 2019",13,80,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-14,9,7,6,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",12,60,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-14,10,10,-,Catching Killers,TV Show,Yes,"Nov 4, 2021",12,38,tt15723914,Catching Killers,"Crime,Documentary,Mystery",7.2,6176
2022-02-15,1,1,-,Inventing Anna,TV Show,Yes,"Feb 11, 2022",4,40,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-15,2,2,-,Love is Blind,TV Show,Yes,"Feb 13, 2020",22,126,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-15,3,3,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",30,246,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-15,4,4,2,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",18,150,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-15,5,7,3,Ozark,TV Show,Yes,"Jul 21, 2017",75,474,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-15,6,9,5,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",13,65,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-15,7,6,7,Despicable Me 2,Movie,,"Feb 1, 2022",14,56,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-15,8,5,-,Tall Girl 2,Movie,Yes,"Feb 11, 2022",4,23,tt16085592,Tall Girl 2,"Comedy,Drama,Family",4.7,7390
2022-02-15,9,10,-,Catching Killers,TV Show,Yes,"Nov 4, 2021",13,40,tt15723914,Catching Killers,"Crime,Documentary,Mystery",7.2,6176
2022-02-15,10,8,4,Raising Dion,TV Show,Yes,"Oct 4, 2019",14,81,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-16,1,1,-,Inventing Anna,TV Show,Yes,"Feb 11, 2022",5,50,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-16,2,2,-,Love is Blind,TV Show,Yes,"Feb 13, 2020",23,135,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-16,3,3,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",31,254,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-16,4,4,2,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",19,157,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-16,5,5,3,Ozark,TV Show,Yes,"Jul 21, 2017",76,480,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-16,6,6,4,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",14,70,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-16,7,7,7,Despicable Me 2,Movie,,"Feb 1, 2022",15,60,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-16,8,10,5,Raising Dion,TV Show,Yes,"Oct 4, 2019",15,84,tt7826108,Raising Dion,"Drama,Sci-Fi",7.1,17602
2022-02-16,9,9,-,Catching Killers,TV Show,Yes,"Nov 4, 2021",14,42,tt15723914,Catching Killers,"Crime,Documentary,Mystery",7.2,6176
2022-02-16,10,-,-,St. Vincent,Movie,,"Aug 10, 2016",1,1,tt2170593,St. Vincent,"Comedy,Drama",7.2,112434
2022-02-17,1,1,-,Inventing Anna,TV Show,Yes,"Feb 11, 2022",6,60,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-17,2,2,-,Love is Blind,TV Show,Yes,"Feb 13, 2020",24,144,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-17,3,3,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",32,262,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-17,4,-,-,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",1,7,tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary,Music",8.0,12166
2022-02-17,5,5,3,Ozark,TV Show,Yes,"Jul 21, 2017",77,486,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-17,6,4,2,All of Us Are Dead,TV Show,Yes,"Jan 28, 2022",20,162,tt14169960,All of Us Are Dead,"Action,Drama,Fantasy",7.6,85526
2022-02-17,7,-,-,Blackhat,Movie,,"Feb 16, 2022",1,4,tt2717822,Blackhat,"Action,Crime,Thriller",5.5,66871
2022-02-17,8,10,-,St. Vincent,Movie,,"Aug 10, 2016",2,4,tt2170593,St. Vincent,"Comedy,Drama",7.2,112434
2022-02-17,9,7,7,Despicable Me 2,Movie,,"Feb 1, 2022",16,62,tt1690953,Despicable Me 2,"Adventure,Animation,Comedy",7.3,452479
2022-02-17,10,6,4,The Tinder Swindler,Movie,Yes,"Feb 2, 2022",15,71,tt14992922,The Tinder Swindler,"Crime,Documentary",7.1,76878
2022-02-18,1,1,-,Inventing Anna,TV Show,Yes,"Feb 11, 2022",7,70,tt8740976,Inventing Anna,Drama,6.9,88880
2022-02-18,2,2,-,Love is Blind,TV Show,Yes,"Feb 13, 2020",25,153,tt11704040,Love Is Blind,"Reality-TV,Romance",6.2,13125
2022-02-18,3,3,1,Sweet Magnolias,TV Show,Yes,"May 19, 2020",33,270,tt9077540,Sweet Magnolias,"Drama,Romance",7.3,27514
2022-02-18,4,4,-,jeen-yuhs: A Kanye Trilogy,TV Show,Yes,"Feb 16, 2022",2,14,tt14599438,Jeen-yuhs: A Kanye Trilogy,"Documentary,Music",8.0,12166
2022-02-18,5,5,4,Ozark,TV Show,Yes,"Jul 21, 2017",78,492,tt5071412,Ozark,"Crime,Drama,Thriller",8.4,382255
2022-02-18,6,-,-,Fistful of Vengeance,Movie,Yes,"Feb 17, 2022",1,5,tt14158554,Fistful of Vengeance,"Action,Crime,Drama",4.5,8016
2022-02-18,7,8,-,St. Vincent,Movie,,"Aug 10, 2016",3,8,tt2170593,St. Vincent,"Comedy,Drama",7.2,112434
